BATCH no.,PRODUCTION DATE,BATCH OUT OF STORAGE,BATCH WEIGHT LEAVING STORAGE (KG)
1464,4/25/2024,4/25/2024,264.800
1467,4/25/2024,4/26/2024,267.900
1468,4/25/2024,4/26/2024,267.400
1470,4/25/2024,4/26/2024,263.300
1473,4/25/2024,4/26/2024,281.500
1475,4/25/2024,4/26/2024,239.000
1476,4/25/2024,4/25/2024,275.800
1479,4/25/2024,4/26/2024,244.000
1482,4/25/2024,4/26/2024,272.000
1483,4/25/2024,4/26/2024,266.000
1492,4/25/2024,4/26/2024,262.000
1493,4/25/2024,4/26/2024,256.000
1494,4/25/2024,4/26/2024,269.000
1495,4/25/2024,4/26/2024,257.000
1503,4/25/2024,4/25/2024,280.200
1504,4/25/2024,4/25/2024,267.500
1505,4/25/2024,4/25/2024,260.600
1506,4/25/2024,4/25/2024,280.700
1507,4/25/2024,4/25/2024,280.800
1510,4/25/2024,4/25/2024,261.800
1513,4/25/2024,4/25/2024,267.700
1514,4/25/2024,4/25/2024,267.100
1518,4/25/2024,4/25/2024,263.700
1519,4/25/2024,4/26/2024,260.000
1521,4/25/2024,4/26/2024,262.900
1522,4/25/2024,4/26/2024,259.100
1524,4/25/2024,4/25/2024,263.000
1526,4/25/2024,4/25/2024,270.700
1527,4/25/2024,4/26/2024,272.800
1529,4/25/2024,4/25/2024,261.800
1545,4/25/2024,4/26/2024,255.000
1546,4/25/2024,4/26/2024,249.000
1550,4/25/2024,4/26/2024,255.000
1551,4/25/2024,4/26/2024,249.000
1557,4/25/2024,4/26/2024,257.000
1558,4/25/2024,4/26/2024,265.900
1559,4/25/2024,4/26/2024,261.300
1562,4/25/2024,4/26/2024,262.800
1563,4/25/2024,4/26/2024,265.200
1564,4/25/2024,4/26/2024,267.300
1565,4/25/2024,4/26/2024,263.900
1571,4/25/2024,4/26/2024,265.100
1572,4/25/2024,4/26/2024,260.800
1573,4/25/2024,4/26/2024,256.300
1580,4/25/2024,4/26/2024,265.400
1581,4/25/2024,4/26/2024,254.300
1585,4/25/2024,4/26/2024,265.600
1586,4/25/2024,4/26/2024,260.900
1587,4/25/2024,4/26/2024,267.500
1589,4/25/2024,4/26/2024,261.200
1590,4/25/2024,4/26/2024,282.000
1591,4/25/2024,4/26/2024,272.000
1592,4/25/2024,4/26/2024,266.000
1593,4/25/2024,4/26/2024,260.000
1595,4/25/2024,4/26/2024,268.000
1596,4/25/2024,4/29/2024,267.000
1611,4/25/2024,4/26/2024,266.000
1612,4/25/2024,4/26/2024,271.000
1613,4/25/2024,4/26/2024,275.000
1614,4/25/2024,4/26/2024,280.400
1615,4/25/2024,4/26/2024,277.000
1616,4/25/2024,4/26/2024,278.200
1617,4/25/2024,4/26/2024,262.600
1636,4/25/2024,4/26/2024,274.800
1637,4/25/2024,4/26/2024,107.500
1644,4/25/2024,4/26/2024,264.900
1645,4/25/2024,4/26/2024,276.100
1648,4/25/2024,4/26/2024,268.800
1649,4/25/2024,4/26/2024,287.600
1650,4/25/2024,4/26/2024,265.700
1657,4/25/2024,4/26/2024,276.800
1658,4/25/2024,4/26/2024,284.800
1659,4/25/2024,4/26/2024,264.300
1635,4/26/2024,4/29/2024,243.200
1702,4/26/2024,4/26/2024,283.600
1703,4/26/2024,4/26/2024,264.000
1704,4/26/2024,4/29/2024,287.500
1705,4/26/2024,4/29/2024,261.200
1706,4/26/2024,4/29/2024,287.700
1710,4/26/2024,4/26/2024,282.800
1712,4/26/2024,4/29/2024,286.000
1714,4/26/2024,4/26/2024,271.900
1719,4/26/2024,4/26/2024,288.800
1721,4/26/2024,4/26/2024,284.600
1725,4/26/2024,4/26/2024,288.200
1727,4/26/2024,4/29/2024,284.200
1729,4/26/2024,4/29/2024,285.700
1730,4/26/2024,4/26/2024,286.400
1733,4/26/2024,4/29/2024,286.000
1738,4/26/2024,4/30/2024,282.800
1739,4/26/2024,4/26/2024,286.400
1742,4/26/2024,4/29/2024,280.500
1743,4/26/2024,4/29/2024,287.500
1746,4/26/2024,4/29/2024,275.000
1747,4/26/2024,4/30/2024,278.000
1748,4/26/2024,4/26/2024,273.000
1749,4/26/2024,4/29/2024,267.900
1754,4/26/2024,4/29/2024,138.000
1796,4/26/2024,4/29/2024,276.400
1797,4/26/2024,4/29/2024,289.200
1802,4/26/2024,4/29/2024,270.200
1803,4/26/2024,4/29/2024,285.300
1808,4/26/2024,4/29/2024,274.200
1809,4/26/2024,4/29/2024,288.200
1812,4/26/2024,4/29/2024,279.600
1815,4/26/2024,4/29/2024,284.800
1816,4/26/2024,4/29/2024,267.200
1821,4/26/2024,4/29/2024,282.000
1822,4/26/2024,4/29/2024,262.700
1825,4/26/2024,4/30/2024,276.000
1826,4/26/2024,4/29/2024,260.000
1830,4/26/2024,4/29/2024,277.000
1831,4/26/2024,4/30/2024,257.000
1833,4/26/2024,4/29/2024,276.000
1856,4/26/2024,4/29/2024,250.000
1858,4/26/2024,4/30/2024,271.000
1861,4/26/2024,4/30/2024,261.000
1862,4/26/2024,4/30/2024,253.300
1864,4/26/2024,4/29/2024,267.700
1867,4/26/2024,4/29/2024,277.200
1882,4/26/2024,4/29/2024,274.900
1883,4/26/2024,4/29/2024,267.300
1886,4/26/2024,4/29/2024,269.400
1892,4/26/2024,4/29/2024,270.000
1893,4/26/2024,4/29/2024,267.500
1894,4/26/2024,4/30/2024,268.400
1896,4/26/2024,4/30/2024,273.200
1900,4/26/2024,4/30/2024,267.700
1903,4/26/2024,4/30/2024,273.200
1904,4/26/2024,4/30/2024,263.800
1907,4/26/2024,4/29/2024,275.400
1908,4/26/2024,4/29/2024,265.600
1909,4/26/2024,4/29/2024,268.800
1913,4/26/2024,4/29/2024,269.400
1914,4/26/2024,4/29/2024,266.100
1915,4/26/2024,4/29/2024,273.200
1916,4/26/2024,4/29/2024,256.900
1918,4/26/2024,4/30/2024,267.000
1923,4/26/2024,4/30/2024,264.500
1924,4/26/2024,4/30/2024,264.300
1925,4/26/2024,4/30/2024,265.300
1926,4/26/2024,4/30/2024,276.400
1933,4/26/2024,4/29/2024,264.200
1937,4/26/2024,4/29/2024,276.300
1938,4/26/2024,4/29/2024,257.300
1939,4/26/2024,4/29/2024,266.300
1940,4/26/2024,4/29/2024,259.500
1942,4/26/2024,4/29/2024,259.000
1943,4/26/2024,4/29/2024,258.000
1944,4/26/2024,4/29/2024,268.000
1945,4/26/2024,4/29/2024,278.000
1946,4/26/2024,4/29/2024,256.000
1947,4/26/2024,4/29/2024,261.000
1948,4/26/2024,4/29/2024,259.000
1949,4/26/2024,4/29/2024,276.000
1950,4/26/2024,4/29/2024,252.000
1951,4/26/2024,4/29/2024,276.000
1957,4/26/2024,4/29/2024,270.700
1958,4/26/2024,4/29/2024,254.300
1961,4/26/2024,4/29/2024,271.900
1962,4/26/2024,4/29/2024,262.700
1965,4/26/2024,4/29/2024,282.200
1966,4/26/2024,4/29/2024,261.900
1967,4/26/2024,4/30/2024,285.700
1987,4/26/2024,4/29/2024,272.100
1988,4/26/2024,4/29/2024,262.200
1989,4/26/2024,4/29/2024,267.500
2360,4/30/2024,4/30/2024,267.100
2362,4/30/2024,4/30/2024,254.200
2363,4/30/2024,4/30/2024,262.100
2364,4/30/2024,4/30/2024,264.600
2366,4/30/2024,4/30/2024,267.600
2367,4/30/2024,4/30/2024,265.800
2373,4/30/2024,4/30/2024,267.900
2375,4/30/2024,4/30/2024,263.600
2377,4/30/2024,4/30/2024,266.100
2379,4/30/2024,4/30/2024,262.900
2382,4/30/2024,4/30/2024,269.700
2394,4/30/2024,4/30/2024,264.700
2397,4/30/2024,5/2/2024,265.900
2398,4/30/2024,4/30/2024,265.600
2400,4/30/2024,4/30/2024,265.900
2402,4/30/2024,4/30/2024,263.900
2404,4/30/2024,4/30/2024,268.200
2407,4/30/2024,4/30/2024,263.600
2408,4/30/2024,4/30/2024,266.600
2411,4/30/2024,4/30/2024,267.200
2412,4/30/2024,4/30/2024,271.200
2417,4/30/2024,4/30/2024,265.000
2418,4/30/2024,4/30/2024,269.300
2421,4/30/2024,4/30/2024,264.400
2424,4/30/2024,5/2/2024,268.900
2425,4/30/2024,5/2/2024,267.800
2426,4/30/2024,5/2/2024,267.200
2432,4/30/2024,5/2/2024,265.100
2433,4/30/2024,5/2/2024,264.700
2434,4/30/2024,5/2/2024,265.700
2435,4/30/2024,5/2/2024,266.200
2444,4/30/2024,5/2/2024,266.700
2450,4/30/2024,5/2/2024,265.100
2453,4/30/2024,5/2/2024,257.200
2454,4/30/2024,5/2/2024,267.000
2459,4/30/2024,5/2/2024,262.700
2476,4/30/2024,5/2/2024,262.000
2477,4/30/2024,5/2/2024,252.000
2478,4/30/2024,5/2/2024,259.000
2482,4/30/2024,5/2/2024,264.000
2483,4/30/2024,5/2/2024,267.000
2486,4/30/2024,5/2/2024,269.500
2487,4/30/2024,5/2/2024,266.100
2492,4/30/2024,5/2/2024,266.000
2493,4/30/2024,5/2/2024,261.900
2528,4/30/2024,5/2/2024,260.000
2529,4/30/2024,5/2/2024,266.000
2530,4/30/2024,5/2/2024,273.200
2532,4/30/2024,5/2/2024,268.200
2537,4/30/2024,5/2/2024,267.200
2538,4/30/2024,5/2/2024,267.000
2539,4/30/2024,5/2/2024,267.700
2543,4/30/2024,6/3/2024,263.900
2549,4/30/2024,5/2/2024,265.500
2553,4/30/2024,5/2/2024,270.500
2555,4/30/2024,5/2/2024,269.000
2557,4/30/2024,5/2/2024,258.000
2558,4/30/2024,5/2/2024,271.200
2559,4/30/2024,5/2/2024,256.000
2560,4/30/2024,5/2/2024,264.000
2561,4/30/2024,5/2/2024,256.000
2563,4/30/2024,5/2/2024,262.000
2564,4/30/2024,5/2/2024,268.800
2566,4/30/2024,5/2/2024,276.600
2580,4/30/2024,5/2/2024,270.100
2582,4/30/2024,5/2/2024,277.400
2585,4/30/2024,4/30/2024,285.200
2587,4/30/2024,5/2/2024,265.800
2589,4/30/2024,5/2/2024,253.000
2590,4/30/2024,5/2/2024,270.000
2593,4/30/2024,5/2/2024,281.800
2594,4/30/2024,5/2/2024,267.400
2597,4/30/2024,5/2/2024,267.200
2598,4/30/2024,5/2/2024,263.500
2603,4/30/2024,5/2/2024,266.900
2604,4/30/2024,5/2/2024,275.600
2605,4/30/2024,5/2/2024,278.700
2606,4/30/2024,5/2/2024,280.800
2607,4/30/2024,5/2/2024,273.000
2608,4/30/2024,5/2/2024,269.200
2609,4/30/2024,5/2/2024,270.700
2610,4/30/2024,5/2/2024,279.200
2611,4/30/2024,5/2/2024,275.500
2612,4/30/2024,5/2/2024,273.100
2615,4/30/2024,5/2/2024,281.600
2616,4/30/2024,5/2/2024,283.200
2617,4/30/2024,5/2/2024,272.700
2619,4/30/2024,5/2/2024,277.300
2624,4/30/2024,5/2/2024,280.400
2625,4/30/2024,4/30/2024,269.400
2631,4/30/2024,5/2/2024,274.500
2632,4/30/2024,6/3/2024,266.400
2637,4/30/2024,5/2/2024,289.400
2641,4/30/2024,5/2/2024,275.700
2642,4/30/2024,5/2/2024,266.600
2646,4/30/2024,5/2/2024,284.100
2647,4/30/2024,5/2/2024,268.200
2648,4/30/2024,5/2/2024,278.000
2649,4/30/2024,5/2/2024,252.700
6416,4/30/2024,5/2/2024,254.000
6417,4/30/2024,5/2/2024,269.000
6418,4/30/2024,5/2/2024,261.000
6419,4/30/2024,5/2/2024,264.000
2565,5/2/2024,6/4/2024,276.100
3052,5/3/2024,5/3/2024,281.200
3053,5/3/2024,5/6/2024,285.100
3065,5/3/2024,5/3/2024,230.900
3066,5/3/2024,5/3/2024,255.700
3070,5/3/2024,5/3/2024,238.600
3074,5/3/2024,5/3/2024,285.000
3077,5/3/2024,5/3/2024,289.200
3079,5/3/2024,5/6/2024,285.900
3083,5/3/2024,5/6/2024,283.500
3086,5/3/2024,5/6/2024,282.900
3090,5/3/2024,5/6/2024,277.300
3093,5/3/2024,5/6/2024,267.600
3103,5/3/2024,5/6/2024,274.000
3113,5/3/2024,5/6/2024,278.000
3120,5/3/2024,5/6/2024,272.000
3121,5/3/2024,5/6/2024,275.000
3127,5/3/2024,5/6/2024,277.000
3130,5/3/2024,5/6/2024,276.000
3138,5/3/2024,5/6/2024,276.000
3139,5/3/2024,5/6/2024,270.000
3165,5/3/2024,5/6/2024,280.500
3166,5/3/2024,5/6/2024,284.400
3169,5/3/2024,5/6/2024,283.900
3172,5/3/2024,5/6/2024,279.500
3173,5/3/2024,5/6/2024,272.100
3174,5/3/2024,5/6/2024,276.400
3179,5/3/2024,5/6/2024,274.000
3181,5/3/2024,5/6/2024,270.000
3182,5/3/2024,5/6/2024,275.000
3183,5/3/2024,5/6/2024,267.000
3184,5/3/2024,5/6/2024,264.000
3191,5/3/2024,5/6/2024,275.000
3202,5/3/2024,5/6/2024,274.000
3204,5/3/2024,5/6/2024,259.000
3210,5/3/2024,5/3/2024,272.600
3211,5/3/2024,5/3/2024,269.200
3212,5/3/2024,5/6/2024,266.800
3213,5/3/2024,5/6/2024,271.500
3214,5/3/2024,5/6/2024,267.800
3215,5/3/2024,5/6/2024,279.500
3216,5/3/2024,5/6/2024,271.500
3220,5/3/2024,5/3/2024,267.000
3228,5/3/2024,5/6/2024,272.300
6472,5/3/2024,5/6/2024,268.000
3180,5/6/2024,6/3/2024,252.100
3685,5/7/2024,5/7/2024,278.200
3686,5/7/2024,5/7/2024,268.300
3690,5/7/2024,5/7/2024,269.600
3691,5/7/2024,5/7/2024,265.600
3692,5/7/2024,5/7/2024,268.400
3693,5/7/2024,5/7/2024,265.200
3702,5/7/2024,5/7/2024,266.600
3705,5/7/2024,6/3/2024,266.100
3708,5/7/2024,5/7/2024,268.900
3710,5/7/2024,5/7/2024,264.700
3711,5/7/2024,5/7/2024,270.100
3714,5/7/2024,5/7/2024,267.700
3716,5/7/2024,5/8/2024,280.200
3718,5/7/2024,5/8/2024,266.800
3719,5/7/2024,5/8/2024,277.600
3722,5/7/2024,5/8/2024,269.900
3723,5/7/2024,5/8/2024,272.700
3725,5/7/2024,5/7/2024,265.700
3728,5/7/2024,5/8/2024,270.300
3729,5/7/2024,5/8/2024,271.400
3730,5/7/2024,5/8/2024,262.200
3731,5/7/2024,5/8/2024,266.700
3732,5/7/2024,5/8/2024,266.400
3733,5/7/2024,5/8/2024,266.200
3738,5/7/2024,5/8/2024,266.200
3740,5/7/2024,5/8/2024,265.100
3741,5/7/2024,5/8/2024,264.000
3754,5/7/2024,5/8/2024,263.600
3755,5/7/2024,5/8/2024,268.700
3759,5/7/2024,5/8/2024,267.800
3760,5/7/2024,5/8/2024,253.100
3762,5/7/2024,5/8/2024,268.900
3766,5/7/2024,5/8/2024,275.000
3767,5/7/2024,5/8/2024,262.800
3768,5/7/2024,5/8/2024,266.800
3771,5/7/2024,5/7/2024,264.000
3772,5/7/2024,5/8/2024,266.000
3773,5/7/2024,5/8/2024,264.900
3774,5/7/2024,5/8/2024,266.100
3775,5/7/2024,5/8/2024,266.800
3778,5/7/2024,5/8/2024,267.300
3782,5/7/2024,5/8/2024,266.300
3785,5/7/2024,5/8/2024,267.900
3787,5/7/2024,5/8/2024,266.300
3793,5/7/2024,5/7/2024,275.000
3796,5/7/2024,5/8/2024,271.600
3798,5/7/2024,5/8/2024,268.800
3800,5/7/2024,5/8/2024,115.100
3801,5/7/2024,5/8/2024,274.200
3804,5/7/2024,5/8/2024,213.700
3806,5/7/2024,5/8/2024,277.500
3807,5/7/2024,5/8/2024,270.800
3808,5/7/2024,5/8/2024,163.800
3849,5/8/2024,5/8/2024,270.000
3850,5/8/2024,5/8/2024,278.000
3851,5/8/2024,5/8/2024,276.000
3852,5/8/2024,5/8/2024,268.000
3860,5/8/2024,5/8/2024,262.000
3861,5/8/2024,5/8/2024,275.000
3862,5/8/2024,5/8/2024,271.000
3863,5/8/2024,5/8/2024,276.000
3871,5/8/2024,5/8/2024,271.000
3874,5/8/2024,5/8/2024,281.700
3875,5/8/2024,5/8/2024,280.400
3879,5/8/2024,6/3/2024,272.400
3880,5/8/2024,5/8/2024,276.400
3881,5/8/2024,5/8/2024,285.600
3885,5/8/2024,5/8/2024,281.200
3890,5/8/2024,5/8/2024,285.900
3892,5/8/2024,5/8/2024,283.900
3895,5/8/2024,5/8/2024,281.800
3896,5/8/2024,5/8/2024,268.500
3898,5/8/2024,5/8/2024,276.100
3899,5/8/2024,5/8/2024,281.900
3900,5/8/2024,5/10/2024,271.000
3901,5/8/2024,5/10/2024,274.000
3907,5/8/2024,5/8/2024,285.700
3908,5/8/2024,5/10/2024,264.000
3910,5/8/2024,5/8/2024,273.100
3911,5/8/2024,5/8/2024,285.600
3914,5/8/2024,5/10/2024,271.000
3915,5/8/2024,5/10/2024,276.000
3917,5/8/2024,5/10/2024,268.000
3925,5/8/2024,5/8/2024,276.600
3926,5/8/2024,5/8/2024,272.300
3928,5/8/2024,5/8/2024,277.800
3930,5/8/2024,5/8/2024,287.300
3932,5/8/2024,5/8/2024,281.700
3933,5/8/2024,5/8/2024,286.500
3939,5/8/2024,5/8/2024,284.000
3940,5/8/2024,5/8/2024,287.200
3941,5/8/2024,5/8/2024,286.300
3942,5/8/2024,5/8/2024,286.300
3944,5/8/2024,5/8/2024,284.100
3946,5/8/2024,5/8/2024,283.700
3948,5/8/2024,5/8/2024,280.700
3950,5/8/2024,5/8/2024,281.500
3953,5/8/2024,5/8/2024,277.800
3954,5/8/2024,5/8/2024,282.700
3955,5/8/2024,5/8/2024,280.000
3959,5/8/2024,5/8/2024,285.200
3963,5/8/2024,5/10/2024,272.600
3964,5/8/2024,5/10/2024,284.800
3968,5/8/2024,5/8/2024,283.100
3980,5/8/2024,5/10/2024,274.000
3981,5/8/2024,5/10/2024,275.000
3982,5/8/2024,5/10/2024,273.000
3984,5/8/2024,5/8/2024,286.100
3986,5/8/2024,5/8/2024,282.200
3987,5/8/2024,5/8/2024,282.900
3988,5/8/2024,5/8/2024,278.000
3989,5/8/2024,5/8/2024,283.600
3991,5/8/2024,5/8/2024,280.400
4013,5/8/2024,5/10/2024,270.500
4014,5/8/2024,5/8/2024,280.500
4015,5/8/2024,5/10/2024,269.200
4016,5/8/2024,5/10/2024,272.500
4019,5/8/2024,5/10/2024,270.300
4020,5/8/2024,5/10/2024,272.900
4022,5/8/2024,5/10/2024,267.300
4025,5/8/2024,5/10/2024,262.800
4026,5/8/2024,5/10/2024,260.000
4027,5/8/2024,5/10/2024,271.000
4028,5/8/2024,5/10/2024,263.000
4029,5/8/2024,5/10/2024,271.000
4030,5/8/2024,5/10/2024,276.000
4031,5/8/2024,5/10/2024,266.000
4032,5/8/2024,5/10/2024,268.000
4033,5/8/2024,5/10/2024,268.000
4034,5/8/2024,5/10/2024,266.000
4057,5/8/2024,5/10/2024,276.000
4072,5/8/2024,5/10/2024,269.200
4073,5/8/2024,5/10/2024,281.800
4074,5/8/2024,5/10/2024,266.500
4075,5/8/2024,5/10/2024,266.000
4077,5/8/2024,5/10/2024,277.700
4078,5/8/2024,5/10/2024,170.900
4079,5/8/2024,5/10/2024,263.900
4080,5/8/2024,5/10/2024,281.100
4082,5/8/2024,5/10/2024,279.200
4083,5/8/2024,5/10/2024,274.700
4086,5/8/2024,5/10/2024,268.400
4092,5/8/2024,5/10/2024,275.300
4093,5/8/2024,6/3/2024,265.900
4094,5/8/2024,5/10/2024,275.600
4099,5/8/2024,5/10/2024,265.500
4101,5/8/2024,5/10/2024,268.500
4103,5/8/2024,5/10/2024,266.000
4107,5/8/2024,5/10/2024,272.000
4108,5/8/2024,5/10/2024,270.800
4112,5/8/2024,5/10/2024,268.400
4114,5/8/2024,5/10/2024,259.900
4116,5/8/2024,5/10/2024,268.700
4117,5/8/2024,5/10/2024,267.200
4119,5/8/2024,5/10/2024,275.000
4121,5/8/2024,5/10/2024,260.000
4122,5/8/2024,5/10/2024,261.000
4123,5/8/2024,5/10/2024,259.000
4127,5/8/2024,5/10/2024,262.000
4130,5/8/2024,5/10/2024,276.700
4134,5/8/2024,5/10/2024,282.100
4135,5/8/2024,5/10/2024,283.700
4138,5/8/2024,5/10/2024,269.400
4142,5/8/2024,5/10/2024,271.100
4144,5/8/2024,5/10/2024,203.500
6571,5/8/2024,5/10/2024,264.000
6572,5/8/2024,5/10/2024,259.000
6573,5/8/2024,5/10/2024,266.000
6574,5/8/2024,5/10/2024,267.000
6575,5/8/2024,5/10/2024,268.000
6576,5/8/2024,5/10/2024,258.000
4106,5/10/2024,6/3/2024,274.300
4511,5/13/2024,5/13/2024,278.500
4512,5/13/2024,5/13/2024,287.500
4514,5/13/2024,5/13/2024,283.900
4517,5/13/2024,5/13/2024,279.000
4521,5/13/2024,5/13/2024,285.000
4522,5/13/2024,5/13/2024,283.700
4523,5/13/2024,5/14/2024,284.100
4529,5/13/2024,5/14/2024,284.800
4530,5/13/2024,5/14/2024,283.400
4531,5/13/2024,5/13/2024,274.100
4533,5/13/2024,5/13/2024,282.300
4536,5/13/2024,5/13/2024,282.900
4537,5/13/2024,5/14/2024,286.900
4541,5/13/2024,5/14/2024,282.900
4542,5/13/2024,5/13/2024,283.400
4543,5/13/2024,5/13/2024,283.900
4546,5/13/2024,5/13/2024,287.000
4547,5/13/2024,5/14/2024,278.600
4548,5/13/2024,5/14/2024,278.500
4552,5/13/2024,5/13/2024,273.400
4556,5/13/2024,5/14/2024,269.200
4559,5/13/2024,5/13/2024,278.300
4562,5/13/2024,6/3/2024,285.000
4563,5/13/2024,5/13/2024,271.100
4564,5/13/2024,5/13/2024,279.400
4570,5/13/2024,5/13/2024,280.300
4571,5/13/2024,5/13/2024,268.600
4572,5/13/2024,5/13/2024,269.600
4573,5/13/2024,5/13/2024,265.800
4574,5/13/2024,5/13/2024,279.300
4575,5/13/2024,5/13/2024,281.700
4579,5/13/2024,5/13/2024,289.100
4580,5/13/2024,5/13/2024,269.300
4581,5/13/2024,5/13/2024,287.000
4583,5/13/2024,5/13/2024,285.900
4584,5/13/2024,5/13/2024,272.900
4590,5/13/2024,5/13/2024,272.600
4591,5/13/2024,6/3/2024,265.300
4594,5/13/2024,5/13/2024,286.100
4595,5/13/2024,5/13/2024,270.200
4599,5/13/2024,5/13/2024,273.300
4600,5/13/2024,5/13/2024,285.600
4604,5/13/2024,5/13/2024,283.100
4605,5/13/2024,5/13/2024,281.200
4606,5/13/2024,5/13/2024,285.700
4607,5/13/2024,5/13/2024,273.400
4612,5/13/2024,5/13/2024,274.700
4613,5/13/2024,5/13/2024,285.800
4614,5/13/2024,5/13/2024,273.400
4623,5/13/2024,5/13/2024,284.000
4624,5/13/2024,5/13/2024,277.500
4625,5/13/2024,5/13/2024,254.500
4632,5/13/2024,5/13/2024,272.000
4633,5/13/2024,5/13/2024,281.900
4634,5/13/2024,5/13/2024,279.800
4635,5/13/2024,5/13/2024,280.300
4638,5/13/2024,5/13/2024,280.400
4639,5/13/2024,5/13/2024,271.100
4660,5/13/2024,5/14/2024,273.000
4661,5/13/2024,5/14/2024,274.000
4662,5/13/2024,5/14/2024,267.000
4669,5/13/2024,5/14/2024,272.000
4670,5/13/2024,5/14/2024,277.000
4671,5/13/2024,5/14/2024,276.000
4672,5/13/2024,5/14/2024,263.000
4673,5/13/2024,5/14/2024,269.000
4674,5/13/2024,5/14/2024,265.000
4693,5/13/2024,5/14/2024,275.800
4694,5/13/2024,5/14/2024,274.600
4695,5/13/2024,5/14/2024,280.500
4696,5/13/2024,5/14/2024,277.700
4697,5/13/2024,5/14/2024,271.700
4698,5/13/2024,5/14/2024,274.800
4705,5/13/2024,5/14/2024,274.400
4706,5/13/2024,5/14/2024,272.000
4708,5/13/2024,5/14/2024,280.900
4712,5/13/2024,5/14/2024,272.000
4713,5/13/2024,5/14/2024,271.900
4714,5/13/2024,5/14/2024,260.000
4715,5/13/2024,5/14/2024,262.000
4716,5/13/2024,5/14/2024,277.400
4721,5/13/2024,5/14/2024,269.800
4725,5/13/2024,5/14/2024,267.000
4726,5/13/2024,5/14/2024,261.000
4735,5/13/2024,5/14/2024,256.000
4736,5/13/2024,6/3/2024,258.000
4744,5/13/2024,5/14/2024,262.000
4745,5/13/2024,5/14/2024,275.000
4749,5/13/2024,5/14/2024,259.000
4750,5/13/2024,5/14/2024,259.000
4756,5/13/2024,5/14/2024,256.000
4757,5/13/2024,5/14/2024,264.000
4764,5/13/2024,5/14/2024,263.600
4765,5/13/2024,5/14/2024,266.000
4766,5/13/2024,5/14/2024,263.700
4767,5/13/2024,5/14/2024,267.100
4768,5/13/2024,5/14/2024,267.500
4772,5/13/2024,5/14/2024,269.300
4773,5/13/2024,5/14/2024,278.500
4777,5/13/2024,5/14/2024,263.700
4780,5/13/2024,5/14/2024,258.000
4781,5/13/2024,5/14/2024,268.300
4786,5/13/2024,5/14/2024,267.000
4795,5/13/2024,5/14/2024,253.000
4796,5/13/2024,5/14/2024,265.000
4797,5/13/2024,5/14/2024,260.000
4801,5/13/2024,5/14/2024,262.700
4802,5/13/2024,5/14/2024,267.000
4803,5/13/2024,5/14/2024,265.300
4804,5/13/2024,5/14/2024,268.700
4805,5/13/2024,5/14/2024,142.100
1052,5/14/2024,5/14/2024,262.300
1056,5/14/2024,5/14/2024,274.700
1058,5/14/2024,5/14/2024,279.300
1060,5/14/2024,5/14/2024,263.300
1062,5/14/2024,5/14/2024,275.400
1065,5/14/2024,5/14/2024,277.800
1072,5/14/2024,5/15/2024,282.100
1073,5/14/2024,5/15/2024,273.300
1077,5/14/2024,5/15/2024,282.300
1078,5/14/2024,5/15/2024,266.300
1081,5/14/2024,5/15/2024,267.300
1082,5/14/2024,5/15/2024,269.400
1085,5/14/2024,5/15/2024,266.500
1092,5/14/2024,5/15/2024,270.000
1093,5/14/2024,5/15/2024,273.000
1107,5/14/2024,5/15/2024,275.000
1108,5/14/2024,5/15/2024,267.000
1115,5/14/2024,5/15/2024,274.000
1116,5/14/2024,5/15/2024,270.000
1124,5/14/2024,5/15/2024,273.000
1132,5/14/2024,5/15/2024,265.000
1133,5/14/2024,5/15/2024,271.000
1134,5/14/2024,5/15/2024,262.000
1139,5/14/2024,5/15/2024,267.200
1140,5/14/2024,5/15/2024,279.800
1141,5/14/2024,5/15/2024,276.100
1142,5/14/2024,5/15/2024,282.300
1145,5/14/2024,5/15/2024,279.200
1150,5/14/2024,5/15/2024,275.000
1155,5/14/2024,5/15/2024,281.700
1163,5/14/2024,5/15/2024,279.400
1166,5/14/2024,5/15/2024,278.700
1168,5/14/2024,5/15/2024,280.700
1171,5/14/2024,5/15/2024,278.200
1173,5/14/2024,5/15/2024,282.700
1175,5/14/2024,5/15/2024,284.800
1178,5/14/2024,5/15/2024,277.400
1180,5/14/2024,5/15/2024,277.000
1181,5/14/2024,5/15/2024,277.000
1188,5/14/2024,5/15/2024,272.000
1189,5/14/2024,5/15/2024,265.000
1190,5/14/2024,6/3/2024,283.900
1191,5/14/2024,5/15/2024,276.000
1194,5/14/2024,5/15/2024,269.000
1195,5/14/2024,5/15/2024,274.000
1199,5/14/2024,5/15/2024,270.000
1200,5/14/2024,5/15/2024,270.000
1202,5/14/2024,6/3/2024,199.400
4843,5/14/2024,5/14/2024,269.400
4844,5/14/2024,5/14/2024,270.000
4847,5/14/2024,5/14/2024,272.400
4848,5/14/2024,5/14/2024,269.800
4851,5/14/2024,5/14/2024,280.300
4852,5/14/2024,5/14/2024,267.100
4858,5/14/2024,5/14/2024,275.400
4859,5/14/2024,5/14/2024,266.300
4860,5/14/2024,5/14/2024,268.200
4863,5/14/2024,5/14/2024,266.500
4866,5/14/2024,5/14/2024,269.900
4867,5/14/2024,5/14/2024,269.500
4869,5/14/2024,5/14/2024,275.300
4872,5/14/2024,5/14/2024,270.500
4873,5/14/2024,5/14/2024,276.600
4876,5/14/2024,5/14/2024,264.200
